"","ISO","EVENT_ID_CNTY","EVENT_ID_NO_CNTY","EVENT_DATE","YEAR","TIME_PRECISION","EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","INTER1","ACTOR2","ASSOC_ACTOR_2","INTER2","INTERACTION","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","GEO_PRECISION","SOURCE","SOURCE_SCALE","NOTES","FATALITIES","TIMESTAMP","CONTINENT"
"152",434,"LBY7020",7020,"20-September-2018",2018,1,"Battle-no change 
of territory","Sumood Brigade",NA,3,"Ghaniwa Brigade",NA,3,33,"Northern Africa","Libya","West","Tripoli",NA,"Ayn Zarah",32.813,13.27,1,"Libya Herald","Subnational","On September 20, renewed fighting between Sumood and Kikli (Ghneiwa) brigades with trading of shellings across Tripoli including the areas of Airport road, the Hadba Project, Nasser University Faculty, Ain Zara, Khallat al-Furjan, Wadi al-Radea and Al-Sabaa. The clashes resulted in 11 dead civilians, 33 wounded and one person gone missing. 11 fatalities spread over 5 locations.",2,1546655693,"Africa"
"153",760,"SYR46355",46355,"08-September-2018",2018,2,"Remote violence","Allied Syrian and/or Russian Forces",NA,1,"Civilians (Syria)",NA,7,17,"Middle East","Syria","Hama",NA,NA,"Hama",35.134,36.761,2,"LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2018/9-september-civilian-defense-in-hama-inspected-area-of-bombardment; LiveUMap_https://twitter.com/civil_hama/status/1038671795988176896","Other-Local","Civil Defense Volunteers found the body of a person killed by Syrian or Russian air strikes near the city of Hama in the days prior to 9 September 2018.",1,1544460612,"Middle East"
"154",706,"SOM25228",25228,"08-March-2018",2018,1,"Strategic development","Government of Somalia (2017-)","Military Forces of Somalia (2017-)",1,NA,NA,0,10,"Eastern Africa","Somalia","Lower Shabelle","Marka",NA,"Marka",1.713,44.764,2,"Somali Dhacdo","Subnational","Movement of forces: 08 March. The government deployed an additional 2,500 forces into Lower Shabelle region.",0,1546559435,"Africa"
"155",356,"IND34822",34822,"18-August-2018",2018,1,"Battle-no change 
of territory","Unidentified Armed Group (India)",NA,3,"Private Security Forces (India)","JKNC: Jammu and Kashmir National Conference",8,38,"Southern Asia","India","Jammu and Kashmir","Shopian",NA,"Chitragam",33.776,74.911,1,"Early Times (India)","Subnational","On 18 Aug, no injuries were reported during a clash between unidentified militants and guards at the residence of an JKNC leader at Chitragam village (Shopian, J&K).",0,1546889919,"Asia"
"156",48,"BHR822",822,"01-August-2018",2018,1,"Riots/Protests","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,"Police Forces of Bahrain (1999-)",NA,1,16,"Middle East","Bahrain","Southern",NA,NA,"Al Maamir",26.133,50.609,1,"14 February Revolution Youth Coalition","National","On 1/8/2018, a protest march was held in Maamir, commemorating the second death anniversary of Hassan Al-Hayki, who was allegedly killed under torture in 2016. Police used tear gas to disperse the protesters.",0,1542756292,"Middle East"
"157",356,"IND42084",42084,"21-December-2018",2018,1,"Riots/Protests","Protesters (India)","Labour Group (India)",6,NA,NA,0,60,"Southern Asia","India","Tamil Nadu","Coimbatore",NA,"Coimbatore",11.006,76.966,1,"The Hindu","National","On December 21, in Coimbatore town (Coimbatore, TN), employees of various banks staged a protest, demanding that the government call off a proposed merit based pay scale and implement a uniform minimum pay scale.",0,1546890617,"Asia"
"158",108,"BUR7690",7690,"08-March-2018",2018,1,"Riots/Protests","Protesters (Burundi)","Batwa Ethnic Group (Burundi)",6,NA,NA,0,60,"Eastern Africa","Burundi","Kayanza","Muhanga",NA,"Jimbi",-3.054,29.762,1,"local source","Local","On 8 March, Twa residents of Jimbi held a sit-in outside the jail to protest the death of a visiting Twa woman.",0,1546559514,"Africa"
"159",231,"ETH4610",4610,"11-June-2018",2018,1,"Battle-no change 
of territory","Guji Ethnic Militia (Ethiopia)",NA,4,"Gedeo Ethnic Militia (Ethiopia)",NA,4,44,"Eastern Africa","Ethiopia","Oromia","Guji",NA,"Negele",7.683,39.25,2,"ESAT","National","Between the 4-14 June, over 200 people were reportedly killed in ethnic violence in Guji Zone in Southern Ethiopia while over 300,000 were displaced. The violence between the Guji and Gedeo groups that began in April has also resulted in the destruction of schools, churches and private properties. Fatalities spread over 10 events including a fight between Oromos and Gedeos on 4 June that left 10 killed.",20,1546559519,"Africa"
"160",788,"TUN4003",4003,"10-March-2018",2018,1,"Riots/Protests","Protesters (Tunisia)",NA,6,NA,NA,0,60,"Northern Africa","Tunisia","Ariana","Soukra",NA,"Ariana",36.86,10.193,1,"Tunisie Numerique","National","On March 10, Tunis Air employees staged a protest at the UGTT headquarters in Ariana, against the Open Sky agreement signed between the Tunisian government and the European Union.",0,1542756421,"Africa"
"161",760,"SYR22867",22867,"01-March-2018",2018,1,"Remote violence","Military Forces of Syria (2000-)","Militia (Pro-Government)",1,"HTS: Hayat Tahrir al Sham",NA,2,12,"Middle East","Syria","Lattakia",NA,NA,"Lattakia",35.539,35.79,3,"SOHR: SOHR_http://www.syriahr.com/en/?p=85941","Other-Local","A Palestinian HTS commander was killed in northeast Lattakia after being targeted, likely with shells, by regime and allied militia forces.",1,1543860567,"Middle East"
"162",887,"YEM23925",23925,"21-September-2018",2018,1,"Battle-Government 
regains territory","National Resistance Forces","Giants Brigade; Operation Restoring Hope",3,"Military Forces of Yemen (2016-) Supreme Political Council",NA,1,13,"Middle East","Yemen","Al Hudaydah",NA,NA,"Al Hudaydah-Kilu 16",14.798,43.079,1,"Al Arabiya","Regional","The Giants brigade forces and national resistance said that its unit seized the Houthi military air base and surrounding farms in the area of Kilo 16, east of Hodeidah, after clashing with pro-Houthi forces. No casualties were reproted.",0,1538773321,"Middle East"
"163",854,"BFO1327",1327,"18-December-2018",2018,2,"Riots/Protests","Rioters (Burkina Faso)","Students (Burkina Faso)",5,"Civilians (Burkina Faso)","Teachers (Burkina Faso)",7,57,"Western Africa","Burkina Faso","Centre-Nord","Sanmatenga",NA,"Goudri",12.843,-1.273,1,"Sidwaya (Burkina Faso)","National","On or around December 18, it was reported that students on strike in Goudri engaged in a fight with a teacher, tearing his clothes.",0,1546892123,"Africa"
"164",116,"KHM1817",1817,"26-November-2018",2018,1,"Riots/Protests","Rioters (Cambodia)","Phnong Ethnic Group (Cambodia)",5,NA,NA,0,50,"South-Eastern Asia","Cambodia","Mondul Kiri","Pechr Chenda",NA,"Busra",12.541,107.431,2,"Radio Free Asia","Regional","On 26 November 2018, at least 10 ethnic Phnong villagers staged a demonstration in the Busra commune (PC, MK) to demand an end to a sand dredging operation carried out in a wildlife sanctuary. They also earlier seized dredging machines used in the operation.",0,1543936755,"Asia"
"165",760,"SYR33727",33727,"05-June-2018",2018,1,"Remote violence","Military Forces of Syria (2000-)",NA,1,NA,NA,0,10,"Middle East","Syria","Dar'a",NA,NA,"Tiha",33.148,35.998,1,"SOHR: SOHR_http://www.syriahr.com/en/?p=94335","Other-Local","Regime force shelled the village of Tiha with no injuries or fatalities reported.",0,1543860564,"Middle East"
"166",368,"IRQ13375",13375,"29-June-2018",2018,1,"Remote violence","Unidentified Armed Group (Iraq)",NA,3,"Civilians (Iraq)","Farmers (Iraq)",7,37,"Middle East","Iraq","Kirkuk",NA,NA,"Nahiyat al Abbasi",35.276,43.592,2,"Shafaaq News","Subnational","On June 29, an unidentified IED exploded in Tal Thahab area in Nahiyat al Abbassi, killing 2 farmers as they headed to their farm.",2,1530558315,"Middle East"
"167",760,"SYR32162",32162,"23-April-2018",2018,1,"Remote violence","Military Forces of Syria (2000-)",NA,1,"Civilians (Syria)",NA,7,17,"Middle East","Syria","Dar'a",NA,NA,"Yadudeh",32.669,36.06,1,"SOHR; LiveUMap: SOHR_ http://www.syriahr.com/en/?p=90116; LiveUMap_ https://syria.liveuamap.com/en/2018/23-april-several-civilians-killed-and-wounded-as-result-of; LiveUMap_ https://twitter.com/jisrtv/status/988364549509263360","Other-Local","Regime forces shelled Yadudeh in Dar'a, killing one man and wounding an unknown number of people.",1,1543860565,"Middle East"
"168",356,"IND35332",35332,"24-August-2018",2018,1,"Riots/Protests","Rioters (India)",NA,5,"Police Forces of India (2014-)",NA,1,15,"Southern Asia","India","Uttar Pradesh","Rampur",NA,"Nagaliya Aqil",28.892,79.107,1,"Indian Express","National","On 24 August, villagers rioted during a police investigation into reports of cow slaughter in Nagaliya Aakil village (Rampur, Uttar Pradesh). Police attempted to take the cow carcass for as evidence in the investigation, but residents resisted, throwing stones and beating the officers. Three officers were injured and 3 persons arrested in the case.",0,1546889914,"Asia"
"169",356,"IND34524",34524,"16-August-2018",2018,1,"Riots/Protests","Rioters (India)",NA,5,"Civilians (India)",NA,7,57,"Southern Asia","India","Bihar","Kishanganj",NA,"Bishanpur",26.802,85.548,1,"Hindustan Times","National","On August 16, a mob set on fire a police outpost in Bishanpur city, Kishanganj district, Bihar, where some members of a rival group had taken shelter following an earlier clash between the groups when one of them claimed the animals in a cattle market were being sold for slaughtering.",0,1546889914,"Asia"
"170",356,"IND40717",40717,"26-November-2018",2018,1,"Riots/Protests","Rioters (India)",NA,5,"Civilians (India)",NA,7,57,"Southern Asia","India","Uttar Pradesh","Shamali",NA,"Shamli",29.45,77.31,2,"Hindustan Times (India)","National","On Nov 26, a man was dragged out of a police vehicle by villagers and beaten to death at Hathchoya village (Shamli, Uttar Pradesh). The reason for the killing is unknown. The police stood my and did not intervene.",1,1543936755,"Asia"
"171",356,"IND41413",41413,"09-December-2018",2018,1,"Riots/Protests","Protesters (India)",NA,6,NA,NA,0,60,"Southern Asia","India","Andhra Pradesh","Krishna",NA,"Vijayawada",16.507,80.647,1,"The Hindu","National","On December 9, in Vijayawada city (Krishna, AP), family members staged a protest against medical staff following the death of a patient who died during surgery.",0,1545145641,"Asia"
"172",887,"YEM26577",26577,"20-December-2018",2018,1,"Remote violence","National Resistance Forces",NA,3,NA,NA,0,30,"Middle East","Yemen","Al Hudaydah",NA,NA,"Bir az Zafaran",14.719,43.058,1,"Wakala Anba","National","Houthi sources accused coalition-backed soldiers in Hudayda of firing artillery shells into the Safinah village, Za'afran, and Kilu 16 area of Hudayda. No injuries or fatalities were reported.",0,1546900295,"Middle East"
"173",356,"IND38768",38768,"21-October-2018",2018,1,"Riots/Protests","Rioters (India)",NA,5,"Police Forces of India (2014-)",NA,1,15,"Southern Asia","India","Uttar Pradesh","Gonda",NA,"Colonelganj",27.132,81.699,2,"Electronic Times of India","National","On 21 October, people rioted in Karnailganj tehsil (Gonda, Uttar Pradesh) after communal violence marred a Durga idol immersion procession the day before. Residents demonstrated against the administration, blocked roads, and set fire to cars before police were able to control the situation - though no evidence of altercation.",0,1540909983,"Asia"
"174",356,"IND39603",39603,"05-November-2018",2018,1,"Riots/Protests","Protesters (India)","Bengali Ethnic Group (India)",6,NA,NA,0,60,"Southern Asia","India","Assam","Hailakandi",NA,"Hailakandi",24.679,92.56,2,"The Sentinel (India)","Subnational","On November 5, the organization Barak Upatyaka Banga Sahitya O Sanskriti Sanmelan (BUBSOSS) organized a 3-hour sit-in demonstration in Hailakandi district (Assam), in protest against the killing of five persons from the Bengali community in Tinsukia district, on November 1.",0,1542122913,"Asia"
"175",887,"YEM9735",9735,"22-March-2018",2018,1,"Remote violence","Operation Restoring Hope","Military Forces of Saudi Arabia (2015-)",8,"Civilians (Yemen)",NA,7,78,"Middle East","Yemen","Sadah",NA,NA,"Al Malahit",16.768,43.276,2,"Twitter (SaadahNews)","Subnational","Saudi forces fired rockets at Walbah area of Razih district in Sadah border governorate - northwestern Yemen. 1 citizen and a number of his sheep were reported killed.",1,1542152266,"Middle East"
"176",356,"IND41844",41844,"17-December-2018",2018,1,"Riots/Protests","Protesters (India)","BKU: Bharatiya Kisan Union; Farmers (India)",6,NA,NA,0,60,"Southern Asia","India","Punjab","Bathinda",NA,"Bathinda",30.211,74.945,1,"Chandigarh Tribune","Subnational","On 17 December, farmers associated with the BKU (Lakhowal) staged a protest at the DAC in Bathinda (Bathinda, Punjab) against the government and demanding the cancellation of cases brought against farmers for stubble burning, among other demands.",0,1546890617,"Asia"
"177",760,"SYR48241",48241,"19-October-2018",2018,1,"Riots/Protests","Protesters (Syria)",NA,6,NA,NA,0,60,"Middle East","Syria","Aleppo",NA,NA,"Azaz",36.585,37.043,1,"LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2018/19-october-a-popular-demonstration-in-the-city-of-azzaz-north; LiveUMap_https://twitter.com/NeSyria/status/1053256392717598725","Other-Local","Residents of the town of Azaz protested against the Assad regime and its Russian ally.",0,1543551994,"Middle East"
"178",50,"BGD14112",14112,"15-December-2018",2018,1,"Riots/Protests","Protesters (Bangladesh)","Students (Bangladesh)",6,NA,NA,0,60,"Southern Asia","Bangladesh","Khulna","Kushtia",NA,"Kushtia",23.903,89.119,1,"Daily Observer (Bangladesh)","National","On 15 Dec, around 500 students of Islamic History and Culture Department of Islamic University (IU) in Kushtia city formed a human chain protesting an earlier attack on the department's Professor M Emtaz Hossain.",0,1546890617,"Asia"
"179",760,"SYR32809",32809,"10-May-2018",2018,1,"Battle-no change 
of territory","Military Forces of Syria (2000-)","Militia (Pro-Government); Allied Syrian and/or Russian Forces",1,"Islamic State (Syria)",NA,2,12,"Middle East","Syria","Rural Damascus",NA,NA,"Hajar Aswad",33.458,36.303,1,"SOHR; SHAM; LiveUMap: SOHR_http//www.syriahr.com/en/?p=91767; SHAM_http//www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AE%D9%85%D9%8A%D8%B3-10-05-2018.html; LiveUMap_https://syria.liveuamap.com/en/2018/10-may-s-damascus-heavy-urban-warfare-between-proassad-forces; LiveUMap_https://twitter.com/QalaatAlMudiq/status/994645509913620480","Other-Local","Clashes, accompanied by regime shelling and regime or Russian airstrikes, took place between Regime and Syrian and non-Syrian allied militias against IS in Al-Midan neighborhood, Yarmouk camp and Hajar Aswad in and south of Damascus city. 19 fatalities were reported, including 11 regime members. 19 fatalities distributed between the 3 locations with 7 in Yarmouk camp and 6 in each of Hajar Aswad and Al-Midan.",6,1546889240,"Middle East"
"180",356,"IND32602",32602,"29-June-2018",2018,1,"Riots/Protests","Protesters (India)","BJP: Bharatiya Janata Party",6,"Police Forces of India (2014-)",NA,1,16,"Southern Asia","India","Andhra Pradesh","East Godavari",NA,"Kakinada",16.96,82.238,1,"The Hindu","National","On June 29, in Kakinada (East Godavari, AP), BJP tried to stage protest at NTR's statue opposing the commencement of Chief Minister N. Chandrababu Naidu's 'Dharma Poratam' meeting, and police took into custody BJP district president Y. Malakondaiah and his supporters.",0,1542756333,"Asia"
"181",887,"YEM25174",25174,"02-November-2018",2018,1,"Battle-Non-state 
actor overtakes territory","National Resistance Forces","Giants Brigade; Operation Restoring Hope",3,"Military Forces of Yemen (2016-) Supreme Political Council",NA,1,13,"Middle East","Yemen","Al Hudaydah",NA,NA,"Al Hudaydah-Al Hudaydah University",14.776,42.956,1,"Bawabatii","National","Anti-Houthi forces backed by coalition airstrikes managed to advance into the southern neighborhoods of Hudayda, reaching the outskirts of Hudayda university. No info on casualties. Airstrikes from the Saudi-led coalition struck the university in preparation for the attack earlier. Agence France Presse later reported that more than 400 combatants have been killed in ""10 days ofclashesin Hodeida. Fatalities spread across numerous events in Hudayda city, 1 November-10 November 2018",18,1544482017,"Middle East"
"182",887,"YEM9846",9846,"27-March-2018",2018,1,"Remote violence","Operation Restoring Hope",NA,8,NA,NA,0,80,"Middle East","Yemen","Al Hudaydah",NA,NA,"At Tuhayta",14.184,43.226,2,"Yemen News Agency (SABA)","National","Saudi-led coalition warplaned launched airstrikes on Zabid and Tuhaytat district in Hudayda. No further info.",0,1541483463,"Middle East"
